IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,27.21,,,,,,27.21,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,27.22,,,,,,27.22,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,27.34,,,,,,27.34,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,27.87,,,,,,27.87,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,28.56,,,,,,28.56,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,14.39,,,,,,14.39,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,14.4,,,,,,14.4,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,14.42,,,,,,14.42,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,15.52,,,,,,15.52,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2015,false,Sex,Female,FMLE,,,,,,,,,,15.6,,,,,,15.6,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,15.82,,,,,,15.82,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.09,,,,,,16.09,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.32,,,,,,16.32,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.45,,,,,,16.45,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.54,,,,,,16.54,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.55,,,,,,16.55,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,COG,Congo,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.6,,,,,,16.6,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,GIN,Guinea,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.62,,,,,,16.62,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,HTI,Haiti,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.66,,,,,,16.66,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,TJK,Tajikistan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.67,,,,,,16.67,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.83,,,,,,16.83,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,16.99,,,,,,16.99,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,TCD,Chad,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.05,,,,,,17.05,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.1,,,,,,17.1,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.16,,,,,,17.16,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,MLI,Mali,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.2,,,,,,17.2,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.23,,,,,,17.23,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,LBR,Liberia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.28,,,,,,17.28,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,BDI,Burundi,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.39,,,,,,17.39,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.43,,,,,,17.43,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.46,,,,,,17.46,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.48,,,,,,17.48,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,NER,Niger,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.48,,,,,,17.48,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.52,,,,,,17.52,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.52,,,,,,17.52,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,BWA,Botswana,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.61,,,,,,17.61,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.65,,,,,,17.65,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.71,,,,,,17.71,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.76,,,,,,17.76,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.86,,,,,,17.86,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,GMB,Gambia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.88,,,,,,17.88,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,17.95,,,,,,17.95,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,GUY,Guyana,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.03,,,,,,18.03,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.14,,,,,,18.14,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.2,,,,,,18.2,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,BEN,Benin,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.21,,,,,,18.21,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.26,,,,,,18.26,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,TGO,Togo,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.27,,,,,,18.27,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.35,,,,,,18.35,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.38,,,,,,18.38,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,AGO,Angola,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.42,,,,,,18.42,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,NGA,Nigeria,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.5,,,,,,18.5,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,COM,Comoros,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.54,,,,,,18.54,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,GHA,Ghana,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.56,,,,,,18.56,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,HND,Honduras,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.65,,,,,,18.65,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,SEN,Senegal,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.68,,,,,,18.68,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.68,,,,,,18.68,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,MRT,Mauritania,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.7,,,,,,18.7,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.71,,,,,,18.71,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.71,,,,,,18.71,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.73,,,,,,18.73,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.74,,,,,,18.74,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.75,,,,,,18.75,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,MWI,Malawi,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.81,,,,,,18.81,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,KEN,Kenya,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.82,,,,,,18.82,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.82,,,,,,18.82,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.88,,,,,,18.88,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.91,,,,,,18.91,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.93,,,,,,18.93,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.94,,,,,,18.94,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,GAB,Gabon,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,18.98,,,,,,18.98,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.04,,,,,,19.04,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,RWA,Rwanda,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.05,,,,,,19.05,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,NAM,Namibia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.06,,,,,,19.06,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,ETH,Ethiopia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.09,,,,,,19.09,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,ZAF,South Africa,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.12,,,,,,19.12,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,UGA,Uganda,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.16,,,,,,19.16,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.18,,,,,,19.18,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.18,,,,,,19.18,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,IND,India,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.25,,,,,,19.25,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.27,,,,,,19.27,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.32,,,,,,19.32,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.36,,,,,,19.36,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.53,,,,,,19.53,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.55,,,,,,19.55,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.72,,,,,,19.72,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.74,,,,,,19.74,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,19.95,,,,,,19.95,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.23,,,,,,20.23,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.24,,,,,,20.24,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.26,,,,,,20.26,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,GRD,Grenada,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.39,,,,,,20.39,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,GEO,Georgia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.46,,,,,,20.46,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.49,,,,,,20.49,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,MNE,Montenegro,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.59,,,,,,20.59,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.62,,,,,,20.62,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.74,,,,,,20.74,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,SRB,Serbia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.75,,,,,,20.75,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,GTM,Guatemala,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,20.81,,,,,,20.81,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.04,,,,,,21.04,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,UKR,Ukraine,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.12,,,,,,21.12,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,TON,Tonga,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.14,,,,,,21.14,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,ARM,Armenia,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.17,,,,,,21.17,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.2,,,,,,21.2,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.25,,,,,,21.25,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.29,,,,,,21.29,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.37,,,,,,21.37,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,RUS,Russian Federation,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.39,,,,,,21.39,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,SYC,Seychelles,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.4,,,,,,21.4,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,NIC,Nicaragua,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.48,,,,,,21.48,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,BGR,Bulgaria,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.5,,,,,,21.5,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,BRB,Barbados,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.72,,,,,,21.72,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,SUR,Suriname,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.76,,,,,,21.76,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.77,,,,,,21.77,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,HUN,Hungary,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.86,,,,,,21.86,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,BLR,Belarus,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.87,,,,,,21.87,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EUR,Europe,Country,ROU,Romania,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.87,,,,,,21.87,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AFR,Africa,Country,MUS,Mauritius,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.9,,,,,,21.9,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.91,,,,,,21.91,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,21.95,,,,,,21.95,,,EN,2020-12-03T23:00:00.000Z
WHOSIS_000015,Life expectancy at age 60 (years),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2015,false,Sex,Female,FMLE,,,,,,,,,,22.02,,,,,,22.02,,,EN,2020-12-03T23:00:00.000Z
